지역,매장명,브랜드명
인천광역시 서구 완정로 70,인천마전역점,메가커피
인천광역시 서구 청마로 167번길 9 104호 ,인천당하점,메가커피
경기도 부천시 원미로 124번길 6-16 ,부천원미사거리점,메가커피
경기도 부천시 계남로 335,부천심원중점,메가커피
"경기도 부천시 범안로 55, 1층 101호 ",부천괴안점,메가커피
경기도 부천시 평천로 723 . ,부천신흥시장점,메가커피
경기도 부천시 양지로67번길 20,부천범박점,메가커피
충청남도 아산시 서부북로 974,아산배미점,메가커피
경기도 부천시 옥산로 150 (도당동) 메가커피 ,부천강남시장점,메가커피
인천광역시 계양구 장제로 893 1층(임학동) ,임학역점,메가커피
경기도 부천시 옥길로 113 106호(옥길동상림프라자) ,옥길지구점,메가커피
경기도 수원시 권선구 당진로 18,수원당수점,메가커피
경기도 부천시 부천로198번길 27,부천춘의점,메가커피
경기도 부천시 부천로 274,부천벚꽃동산점,메가커피
경기도 수원시 권선구 삼천병마로1597번길 6 ,수원오목천점,메가커피
경기도 군포시 송부로 92,군포송정지구점,메가커피
경기도 수원시 권선구 금호로 20 (호매실동) 메가커피 ,호매실신미주점,메가커피
경기도 화성시 봉담읍 와우로 79 메가커피 ,수원대점,메가커피
충청남도 보령시 중앙로 73,보령점,메가커피
서울특별시 구로구 부광로 88,항동지식산업센터점,메가커피
"경기도 부천시 역곡로 7 (역곡동, 스카이빌딩) 메가MGC커피(역곡북부역점) ",역곡북부역점,메가커피
경기도 화성시 효행로 287,화성보보스점,메가커피
경기도 부천시 경인로 517 (괴안동) 메가커피 ,역곡남부역점,메가커피
인천광역시 서구 검단로623번길 13,인천검단초점,메가커피
경기도 평택시 고덕여염9길 22 . ,고덕삼성전자사거리점,메가커피
경기도 평택시 고덕갈평5길 30 . ,평택고덕로데오점,메가커피
경기도 김포시 김포한강8로 158 (마산동) 메가커피 ,김포마산점,메가커피
인천광역시 서구 서로3로 50 B220호 ,검단모아미래도점,메가커피
경기도 수원시 권선구 호매실로218번길 126 ,수원호매실13단지점,메가커피
경기도 부천시 지봉로 130,역곡중앙점,메가커피
인천광역시 서구 고산후로95번길 18 106(당하동리빙프라자) ,인천원당점,메가커피
인천광역시 계양구 장제로 1004 상가동101호(박촌동) ,인천박촌역점,메가커피
경기도 김포시 김포한강8로 173-88,김포은여울점,메가커피
경기도 평택시 고덕면 도시지원1길 19 . ,고덕STV점,메가커피
충청남도 보령시 한내로 16 1층 (동대동) ,보령동대점,메가커피
"경기도 김포시 김포한강8로 386 (구래동, 김포센트럴프라자2) . ",구래중앙점,메가커피
서울특별시 구로구 서해안로 2124 메가커피(구로항동점) ,구로항동점,메가커피
경기도 수원시 권선구 호매실로104번길 90 (호매실동) 메가커피 ,수원능실마을점,메가커피
경기도 김포시 김포한강8로 333,김포솔터마을점,메가커피
경기도 부천시 삼작로 252 (도당동) 메가커피 ,부천도당점,메가커피
"경기도 광명시 신기로17번길 11, 1층 102호(일직동, 센트럴스퀘어) ",광명로데오점,메가커피
경기도 군포시 번영로 40 (부곡동) 메가커피 ,군포첨단산업단지점,메가커피
"경기도 김포시 김포한강4로 487 1층 1063호(구래동, 한강신도시 반도유보라 4차) ",김포구래역점,메가커피
"경기도 부천시 삼작로306번길 7 (여월동, 엘지타운) 메가커피 ",부천여월점,메가커피
인천광역시 계양구 동양로 117,인천동양점,메가커피
서울특별시 구로구 부일로1길  26-12 ,온수역점,메가커피
경기도 김포시 김포한강4로420번길 88 (구래동) 메가커피 ,김포호수초점,메가커피
경기도 부천시 오정동 725 오정프라자115호 ,부천오정점,메가커피
경기도 화성시 봉담읍 장등2길 5-9 ,화성봉담중앙점,메가커피
인천광역시 서구 검단로768번1길 11-8 (불로동) 메가커피 ,인천불로중앙점,메가커피
인천광역시 서구 이음대로 378,인천검단신도시점,메가커피
경기도 수원시 권선구 산업로 180 1층106호(고색동DH테크타워) ,수원산업단지점,메가커피
경기도 수원시 권선구 매송고색로 703 ,수원고색점,메가커피
인천광역시 계양구 양지로 133 (귤현동) 메가커피 ,인천귤현점,메가커피
경기도 광명시 새빛공원로  67,광명자이타워점,메가커피
인천광역시 계양구 장기로 32,인천장기점,메가커피
"서울특별시 구로구 천왕로 29 상가동 1층 102호(천왕동, 천왕 이펜하우스 4단지) ",천왕이펜하우스점,메가커피
"경기도 수원시 권선구 탑동로 2 101, 102호 (탑동) ",수원탑동사거리점,메가커피
경기도 안양시 만안구 충훈로 95 ,안양충훈부점,메가커피
경기도 광명시 일직로 43,광명GIDC점,메가커피
경기도 김포시 양촌읍 양곡1로56번길 79 메가커피 ,김포양곡점,메가커피
경기도 의왕시 부곡중앙로 7 (삼동) 메가커피 ,의왕역점,메가커피
경기도 부천시 삼작로 385 (원종동) 메가커피 ,부천성곡사거리점,메가커피
경기도 군포시 산본로323번길 4-17 103호(산본동군포프라자) ,산본역점,메가커피
"경기도 광명시 도덕로 49-1 1층(광명동, 광명7동 예비군 동대(2층)) ",광명7동점,메가커피
서울특별시 구로구 오리로 1141,천왕역점,메가커피
경기도 군포시 산본로 382,산본학원가점,메가커피
경기도 의왕시 부곡중앙남7길 8-10,의왕삼동점,메가커피
서울특별시 구로구 부일로 15길29 1층(궁동) ,구로궁동점,메가커피
경기도 부천시 원종로 33 (원종동) 메가커피 ,원종사거리점,메가커피
경기도 수원시 권선구 일월천로16번길 30 . ,구운일월점,메가커피
"인천광역시 서구 검단로 836 107호(불로동, 월드아파트) ",인천불로점,메가커피
경기도 수원시 장안구 서부로2105번길 16-4 (율전동) 메가커피 ,수원율전점,메가커피
경기도 광명시 새터로 44-7,광명아크포레점,메가커피
경기도 군포시 군포로456번길 13 102호(당동와이비프라자) ,군포당동점,메가커피
경기도 안양시 만안구 장내로 68 1층(안양동) ,안양성원점,메가커피
경기도 김포시 유현로 242,김포풍무역점,메가커피
경기도 광명시 광명로 877 . ,광명사거리점,메가커피
경기도 부천시 소사로 805 메가커피(원종중앙점) ,원종중앙점,메가커피
경기도 안양시 만안구 양화로 112 1층(박달동) ,박달사거리점,메가커피
경기도 군포시 군포로 494 . ,군포중앙점,메가커피
경기도 수원시 장안구 덕영대로425번길 44 . ,수원상률초점,메가커피
"서울특별시 구로구 오류로8길 20, 1충 (오류동) ",오류남부점,메가커피
경기도 수원시 장안구 정자천로13번길 13-1 ,수원천천푸르지오점,메가커피
경기도 수원시 팔달구 일월로22번길 11 102호(화서동한영빌딩) ,수원율현점,메가커피
경기도 광명시 소하로 86 1층 104호 ,광명소하점,메가커피
경기도 김포시 장기동 2039-5 메가커피 ,김포초당마을점,메가커피
"경기도 안양시 만안구 안양로 497 (석수동, 더 파인 타운) 메가커피 ",안양석수2동점,메가커피
경기도 안양시 만안구 안양로303번길 25 (안양동) ,안양시장점,메가커피
경기도 광명시 오리로 948-1,광명초사거리점,메가커피
경기도 김포시 김포한강1로51번길 28 레드클로버103호 ,김포장기점,메가커피
경기도 김포시 중봉1로 9 가동1층3호(감정동도선빌딩) ,김포감정점,메가커피
서울특별시 구로구 경인로20가길 5,오류동역점,메가커피
경기도 김포시 풍무로  62 ,풍무당곡고개점,메가커피
경기도 김포시 김포한강4로 176,김포운유초점,메가커피
경기도 김포시 김포한강2로  361 ,김포청송점,메가커피
경기도 안양시 만안구 안양로 257 ,안양남부시장점,메가커피
경기도 평택시 고덕중앙로 218 . ,고덕메디컬센터점,메가커피
충청남도 아산시 어의정로 184 상가4동(풍기동) ,아산풍기점,메가커피
경기도 안양시 만안구 안양로304번길 13 ,안양1번가점,메가커피
경기도 안양시 만안구 안양로 119 ,만안구청점,메가커피
충청남도 아산시 용화로 77 (온천동) 메가커피 ,아산용화점,메가커피
경기도 군포시 당정동 970-9 104호 ,군포당정점,메가커피
서울특별시 양천구 신정이펜1로 50,신정이펜하우스점,메가커피
경기도 김포시 풍무로146번길 18 (풍무동) 메가커피 ,김포풍무점,메가커피
경기도 수원시 장안구 덕영대로535번길 38 메가커피 ,수원천천점,메가커피
경기도 김포시 풍무로68번길 44 (풍무동) 1층 106호 ,김포풍무중점,메가커피
경기도 부천시 역곡로 505 (고강동) 메가커피 ,고강점,메가커피
경기도 군포시 산본천로 230,금정역점,메가커피
서울특별시 구로구 개봉로 25,개봉중앙점,메가커피
경기도 광명시 오리로856번길 8,철산로데오점,메가커피
경기도 김포시 통진읍 김포대로2244번길 20 (마송리마송프라자)1층11호 ,김포마송점,메가커피
경기도 김포시 장기동 2026-1 라베니체에비뉴 2차 1층 129호 ,김포라베니체점,메가커피
서울특별시 구로구 개봉로12길 12-1,개봉남부역점,메가커피
경기도 부천시 고리울로52번길 24,부천고리울점,메가커피
"경기도 김포시 김포한강9로75번길 180 (구래동, 두원타워) 메가커피 ",구래신도시점,메가커피
경기도 광명시 하안로 310 (하안동) 메가커피 ,광명하안점,메가커피
경기도 수원시 팔달구 덕영대로697번길 17 ,화서역점,메가커피
"경기도 광명시 하안로 254 (하안동, 정산빌딩) . ",광명금당사거리점,메가커피
서울특별시 구로구 고척로21나길 14 (개봉동) 메가커피 ,구로매봉초점,메가커피
경기도 광명시 시청로 50,철산롯데캐슬점,메가커피
충청남도 아산시 번영로 220,아산터미널점,메가커피
경기도 광명시 소하로 190,광명G타워점,메가커피
경기도 안양시 만안구 경수대로 1430 103호(석수동) ,석수역점,메가커피
경기도 안양시 만안구 태평로60번길 42 (안양동) 메가커피 ,안양덕천래미안점,메가커피
서울특별시 구로구 개봉로 70,개봉점,메가커피
서울특별시 양천구 신정로11길 길 62,신정푸른마을점,메가커피
서울특별시 구로구 고척로 126,개봉푸르지오점,메가커피
경기도 평택시 고덕여염12길 84 . ,평택고덕삼성점,메가커피
경기도 안양시 만안구 경수대로 1166번길 9 . ,안양예술공원입구점,메가커피
경기도 김포시 북변1로 16번길 47 오른쪽 일부호(북변동) ,김포북변점,메가커피
경기도 김포시 돌문로 48,김포시청점,메가커피
경기도 수원시 팔달구 화양로 31 (화서동) . ,화서블루밍점,메가커피
경기도 김포시 김포한강11로 133 (운양동) 메가커피 ,김포전원마을점,메가커피
경기도 평택시 정암로 3 (서정동) ,서정리역점,메가커피
서울특별시 구로구 경인로 324 (개봉동) 메가커피 ,개봉사거리점,메가커피
경기도 수원시 팔달구 매산로 21-11 (매산로1가41-6) ,수원로데오점,메가커피
경기도 안양시 동안구 비산로 22 ,평촌자이아이파크점,메가커피
